Feature_ID	ntips_ML_glottolog	zeroes_ML_glottolog	ones_ML_glottolog	min_percent_ML_glottolog	min_ML_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_ML_prediction	glottolog_ML_prediction_0	glottolog_ML_prediction_1	ML result (Glottolog-tree)	Abbreviation	Question
GB254	144	50	94	0.3472222222222222	50	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.1414456056432042	0.8585543943567958	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.054253660053825765	0.9457463399461742	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB256	114	96	18	0.15789473684210525	18	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB256	114	96	18	0.15789473684210525	18	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB256 PredPOSSComitative	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?
GB257	194	19	175	0.0979381443298969	19	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.019555363018175655	0.9804446369818243	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB257	194	19	175	0.0979381443298969	19	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.020026378782167998	0.9799736212178319	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB257	194	19	175	0.0979381443298969	19	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.04257222281798451	0.9574277771820155	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB257	194	19	175	0.0979381443298969	19	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.2684106287422986	0.7315893712577014	NA	GB257 QIntonation	Can polar interrogation be marked by intonation only?
GB260	197	196	1	0.005076142131979695	1	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9926823315490992	0.007317668450900783	True Negative	GB260 QWordOrder	Can polar interrogation be indicated by a special word order?
GB260	197	196	1	0.005076142131979695	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.992682331549099	0.0073176684509009896	NA	GB260 QWordOrder	Can polar interrogation be indicated by a special word order?
GB260	197	196	1	0.005076142131979695	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.992682331549099	0.00731766845090099	NA	GB260 QWordOrder	Can polar interrogation be indicated by a special word order?
GB260	197	196	1	0.005076142131979695	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.992682331549099	0.007317668450900987	NA	GB260 QWordOrder	Can polar interrogation be indicated by a special word order?
GB262	203	191	12	0.059113300492610835	12	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9408864673292909	0.059113532670709026	True Negative	GB262 QPartInitial	Is there a clause-initial polar interrogative particle?
GB262	203	191	12	0.059113300492610835	12	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9408864761701065	0.05911352382989366	NA	GB262 QPartInitial	Is there a clause-initial polar interrogative particle?
GB262	203	191	12	0.059113300492610835	12	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9408864584884797	0.059113541511520346	NA	GB262 QPartInitial	Is there a clause-initial polar interrogative particle?
GB262	203	191	12	0.059113300492610835	12	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9408863177727403	0.05911368222725971	NA	GB262 QPartInitial	Is there a clause-initial polar interrogative particle?
GB263	202	142	60	0.297029702970297	60	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9122732990821786	0.08772670091782134	NA	GB263 QPartFinal	Is there a clause-final polar interrogative particle?
GB263	202	142	60	0.297029702970297	60	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8889027023228535	0.11109729767714656	NA	GB263 QPartFinal	Is there a clause-final polar interrogative particle?
GB263	202	142	60	0.297029702970297	60	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.5892780745665487	0.4107219254334513	NA	GB263 QPartFinal	Is there a clause-final polar interrogative particle?
GB263	202	142	60	0.297029702970297	60	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9155512769938428	0.08444872300615716	NA	GB263 QPartFinal	Is there a clause-final polar interrogative particle?
GB264	204	194	10	0.049019607843137254	10	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.991637321805244	0.008362678194755993	True Negative	GB264 QPartMedial	Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?
GB264	204	194	10	0.049019607843137254	10	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9898237317449031	0.010176268255096823	NA	GB264 QPartMedial	Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?
GB264	204	194	10	0.049019607843137254	10	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9147239703450998	0.08527602965490014	NA	GB264 QPartMedial	Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?
GB264	204	194	10	0.049019607843137254	10	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9834455098446837	0.016554490155316258	NA	GB264 QPartMedial	Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?
GB265	136	74	62	0.45588235294117646	62	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9983753472256022	0.0016246527743977973	NA	GB265 COMPARExceed	Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?
GB265	136	74	62	0.45588235294117646	62	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.98022427009722235	0.019775729902777605	NA	GB265 COMPARExceed	Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?
GB265	136	74	62	0.45588235294117646	62	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7992233595273215	0.2007766404726785	NA	GB265 COMPARExceed	Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?
GB265	136	74	62	0.45588235294117646	62	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6738613357121471	0.3261386642878529	NA	GB265 COMPARExceed	Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?
GB266	137	75	62	0.45255474452554745	62	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.0556279734027535	0.9443720265972465	NA	GB266 COMPARLoc	Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?
GB266	137	75	62	0.45255474452554745	62	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.06572457032625877	0.9342754296737413	NA	GB266 COMPARLoc	Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?
GB266	137	75	62	0.45255474452554745	62	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.045555518348206425	0.9544444816517935	NA	GB266 COMPARLoc	Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?
GB266	137	75	62	0.45255474452554745	62	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.03685399997544751	0.9631460000245524	NA	GB266 COMPARLoc	Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?
GB270	119	74	45	0.37815126050420167	45	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB270 COMPARConjoin	Can comparatives be expressed using two conjoined clauses?
GB270	119	74	45	0.37815126050420167	45	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB270 COMPARConjoin	Can comparatives be expressed using two conjoined clauses?
GB270	119	74	45	0.37815126050420167	45	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB270 COMPARConjoin	Can comparatives be expressed using two conjoined clauses?
GB270	119	74	45	0.37815126050420167	45	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB270 COMPARConjoin	Can comparatives be expressed using two conjoined clauses?
GB273	120	87	33	0.275	33	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB273 COMPAROtherMarker	Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?
GB273	120	87	33	0.275	33	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB273 COMPAROtherMarker	Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?
GB273	120	87	33	0.275	33	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB273 COMPAROtherMarker	Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?
GB273	120	87	33	0.275	33	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB273 COMPAROtherMarker	Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?
GB275	154	134	20	0.12987012987012986	20	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8701298714787283	0.1298701285212717	NA	GB275 COMPDegreeBound	Is there a bound comparative degree marker on the property word in a comparative construction?
GB275	154	134	20	0.12987012987012986	20	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8701298714787139	0.12987012852128602	NA	GB275 COMPDegreeBound	Is there a bound comparative degree marker on the property word in a comparative construction?
GB275	154	134	20	0.12987012987012986	20	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8701298714787254	0.12987012852127458	NA	GB275 COMPDegreeBound	Is there a bound comparative degree marker on the property word in a comparative construction?
GB275	154	134	20	0.12987012987012986	20	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8701298714787274	0.12987012852127258	NA	GB275 COMPDegreeBound	Is there a bound comparative degree marker on the property word in a comparative construction?
GB276	146	89	57	0.3904109589041096	57	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Half	0.4677238021573696	0.5322761978426304	NA	GB276 COMPDegreeFree	Is there a non-bound comparative degree marker modifying the property word in a comparative construction?
GB276	146	89	57	0.3904109589041096	57	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.27905705283975785	0.7209429471602421	NA	GB276 COMPDegreeFree	Is there a non-bound comparative degree marker modifying the property word in a comparative construction?
GB276	146	89	57	0.3904109589041096	57	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.040061140255430824	0.9599388597445692	NA	GB276 COMPDegreeFree	Is there a non-bound comparative degree marker modifying the property word in a comparative construction?
GB276	146	89	57	0.3904109589041096	57	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.05606131223626234	0.9439386877637377	NA	GB276 COMPDegreeFree	Is there a non-bound comparative degree marker modifying the property word in a comparative construction?
GB285	203	201	2	0.009852216748768473	2	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9893815188377083	0.01061848116229171	True Negative	GB285 QPartVMorph	Can polar interrogation be marked by a question particle and verbal morphology?
GB285	203	201	2	0.009852216748768473	2	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9898102982832361	0.010189701716763894	NA	GB285 QPartVMorph	Can polar interrogation be marked by a question particle and verbal morphology?
GB285	203	201	2	0.009852216748768473	2	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9889812725099622	0.011018727490037811	NA	GB285 QPartVMorph	Can polar interrogation be marked by a question particle and verbal morphology?
GB285	203	201	2	0.009852216748768473	2	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.948246418771328	0.051753581228672095	NA	GB285 QPartVMorph	Can polar interrogation be marked by a question particle and verbal morphology?
GB286	202	196	6	0.0297029702970297	6	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9996458480919861	3.541519080138884e-4	True Negative	GB286 QVMorph	Can polar interrogation be indicated by overt verbal morphology only?
GB286	202	196	6	0.0297029702970297	6	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9978862449647852	0.002113755035214721	NA	GB286 QVMorph	Can polar interrogation be indicated by overt verbal morphology only?
GB286	202	196	6	0.0297029702970297	6	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9944310712487209	0.005568928751279134	NA	GB286 QVMorph	Can polar interrogation be indicated by overt verbal morphology only?
GB286	202	196	6	0.0297029702970297	6	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9954663995299894	0.004533600470010628	NA	GB286 QVMorph	Can polar interrogation be indicated by overt verbal morphology only?
GB291	209	197	12	0.05741626794258373	12	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9635332881818975	0.03646671181810244	True Negative	GB291 QTone	Can polar interrogation be marked by tone?
GB291	209	197	12	0.05741626794258373	12	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9668162390411031	0.03318376095889685	NA	GB291 QTone	Can polar interrogation be marked by tone?
GB291	209	197	12	0.05741626794258373	12	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9020700031193222	0.0979299968806778	NA	GB291 QTone	Can polar interrogation be marked by tone?
GB291	209	197	12	0.05741626794258373	12	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6158154134155052	0.3841845865844948	NA	GB291 QTone	Can polar interrogation be marked by tone?
GB296	78	73	5	0.0641025641025641	5	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB296 Ideophones	Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?
GB296	78	73	5	0.0641025641025641	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB296 Ideophones	Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?
GB296	78	73	5	0.0641025641025641	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB296 Ideophones	Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?
GB296	78	73	5	0.0641025641025641	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB296 Ideophones	Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?
GB297	191	189	2	0.010471204188481676	2	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9884567782531722	0.011543221746827844	True Negative	GB297 QVNotV	Can polar interrogation be indicated by a V-not-V construction?
GB297	191	189	2	0.010471204188481676	2	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9887368623029908	0.011263137697009111	NA	GB297 QVNotV	Can polar interrogation be indicated by a V-not-V construction?
GB297	191	189	2	0.010471204188481676	2	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.988525817153996	0.01147418284600402	NA	GB297 QVNotV	Can polar interrogation be indicated by a V-not-V construction?
GB297	191	189	2	0.010471204188481676	2	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9884898431515641	0.011510156848436036	NA	GB297 QVNotV	Can polar interrogation be indicated by a V-not-V construction?
GB298	243	213	30	0.12345679012345678	30	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.6746205228239713	0.3253794771760287	NA	GB298 NEGAux	Can standard negation be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB298	243	213	30	0.12345679012345678	30	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.7150007269838754	0.2849992730161246	NA	GB298 NEGAux	Can standard negation be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB298	243	213	30	0.12345679012345678	30	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8977320115328898	0.1022679884671101	NA	GB298 NEGAux	Can standard negation be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB298	243	213	30	0.12345679012345678	30	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8787561380692758	0.1212438619307242	NA	GB298 NEGAux	Can standard negation be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB299	246	56	190	0.22764227642276422	56	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Half	0.44892590167329793	0.5510740983267021	Half	GB299 NEGPart	Can standard negation be marked by a non-inflecting word (""""""""""""""""auxiliary particle"""""""""""""""")?
GB299	246	56	190	0.22764227642276422	56	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.03062495523825442	0.9693750447617455	True Positive	GB299 NEGPart	Can standard negation be marked by a non-inflecting word (""""""""""""""""auxiliary particle"""""""""""""""")?
GB299	246	56	190	0.22764227642276422	56	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.06302224881539274	0.9369777511846074	NA	GB299 NEGPart	Can standard negation be marked by a non-inflecting word (""""""""""""""""auxiliary particle"""""""""""""""")?
GB299	246	56	190	0.22764227642276422	56	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.025588403143156205	0.9744115968568438	NA	GB299 NEGPart	Can standard negation be marked by a non-inflecting word (""""""""""""""""auxiliary particle"""""""""""""""")?
GB300	159	153	6	0.03773584905660377	6	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9878203611001904	0.012179638899809548	NA	GB300 VSupplGive	Does the verb for 'give' have suppletive verb forms?
